268,0
1424,0
767,0
1351,1
1465,0
91,0
29,1
723,0
453,0
711,1
1466,0
495,0
250,0
346,0
1190,1
971,0
1131,1
1235,1
1432,0
126,0
17,1
810,0
280,0
1395,0
659,0
516,1
38,0
1512,0
1268,1
964,1
870,1
349,1
721,0
402,1
514,0
1080,0
488,0
878,1
469,0
989,0
809,0
872,0
389,1
1106,0
911,0
189,1
1315,1
1477,0
648,0
487,0
585,0
563,0
1216,0
1210,1
841,1
1498,0
633,0
357,0
693,0
926,1
1434,0
1037,0
310,0
439,0
1049,0
829,1
935,1
898,1
1439,0
1514,0
146,0
373,1
62,0
907,1
880,1
1500,0
19,1
159,0
938,0
611,0
603,0
1012,0
1179,0
353,0
127,0
951,0
773,1
770,0
1401,1
1325,1
798,1
391,0
1290,1
1086,1
759,0
489,0
74,1
1148,0
273,0
76,0
596,0
574,0
1098,0
261,0
124,0
730,0
852,0
395,0
833,1
322,0
480,0
11,0
1343,0
947,0
1383,0
744,1
525,0
1464,1
1180,0
166,0
264,0
1435,1
1324,0
637,0
1139,0
890,1
56,1
1267,1
298,0
433,1
999,0
1427,0
90,0
1019,1
752,0
1215,0
1501,0
867,1
523,1
164,0
1408,0
1380,0
37,0
1099,0
1041,1
434,0
1181,1
766,1
657,1
301,0
554,0
728,0
1467,0
1495,0
211,1
1063,0
814,0
1327,1
448,1
20,0
1279,0
372,0
1214,1
1275,1
1295,0
1245,0
1400,0
366,1
244,0
1152,0
506,1
1103,0
1461,1
378,1
848,0
407,1
769,1
368,0
956,1
1010,0
1084,1
337,0
904,0
441,0
382,1
597,0
1034,0
170,1
879,0
282,1
714,1
708,0
1130,0
1364,0
103,0
471,0
31,0
77,1
515,0
1476,0
179,0
454,0
1510,0
1420,0
234,1
1259,0
520,0
1356,0
75,0
143,0
579,0
1320,0
178,0
68,0
1322,0
1313,0
362,0
1457,0
1117,0
928,0
1444,0
223,0
957,0
877,0
893,0
1358,0
704,0
561,0
313,0
1317,0
850,0
656,1
672,1
855,0
321,0
1157,0
1217,0
974,0
115,0
979,0
1447,1
309,1
505,0
1161,0
512,1
627,0
592,0
136,0
206,0
496,0
517,0
36,0
558,0
624,0
1294,1
655,0
869,1
836,1
53,0
934,0
771,0
374,0
414,1
891,1
1146,0
889,1
902,0
1226,1
168,1
432,1
351,1
1503,1
375,0
916,0
340,0
793,0
1020,0
689,0
149,0
1405,1
23,1
792,0
1092,0
625,1
1200,1
1209,1
335,0
1348,1
1028,0
1334,0
1433,0
1232,1
1128,0
291,1
683,0
801,0
717,1
202,0
843,0
474,1
114,0
1075,1
317,1
1093,0
1430,1
1001,0
750,0
986,0
394,0
587,0
1239,0
1077,0
807,0
914,1
732,1
1497,0
242,1
1039,0
462,0
910,0
117,1
577,0
14,0
142,0
991,0
218,0
320,1
25,1
1141,1
665,0
796,1
477,0
923,1
674,0
345,1
1331,0
817,0
1036,0
581,0
764,0
1398,0
825,0
443,0
1454,1
783,0
26,0
1123,1
706,0
827,1
960,0
1378,0
221,1
1133,1
958,0
758,1
1475,0
962,1
94,0
776,0
609,1
1175,0
1472,0
451,1
140,0
1208,0
742,1
165,0
537,0
1482,0
237,1
551,0
925,1
205,0
1147,1
1105,1
1365,0
483,0
1361,0
183,0
1164,0
200,0
980,0
